uid,entity_type,channel,registrar,callsign,fccid,serial_num,rcamsl_meters,rcagl_meters,rchaat_meters,location_type,latitude,longitude,azimuth,circle_radius_meters,keyhole_radius_meters,geometry,parent_callsign,parent_latitude,parent_longitude,registrant,event_start,event_end,event_duration_secs,event_rrule
131006SPBR0000019,LP_AUX,42;21;44;47;22;46;30;25;31,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,39.753195 -105.000136,,,,"KCNC-TV|Paul Deeth|1044 Lincoln St\nDenver, CO 80203\nUS|pdeeth@cbs.com|303-830-6455",2013/11/04-09:00:00.000,,84600,FREQ=DAILY;UNTIL=20140310T073000Z;INTERVAL=1;WKST=SU
131006SPBR0000019,LP_AUX,42;21;44;47;22;46;30;25;31,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,39.753195 -105.000136,,,,"KCNC-TV|Paul Deeth|1044 Lincoln St\nDenver, CO 80203\nUS|pdeeth@cbs.com|303-830-6455",2014/03/10-08:00:00.000,,84600,FREQ=DAILY;UNTIL=20141007T060000Z;INTERVAL=1;WKST=SU
130911SPBR0000004,LP_AUX,25;42;31;21;30;46;22;47;44,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,39.748509 -105.007317,,,,"KCNC-TV|Paul Deeth|1044 Lincoln St\nDenver, CO 80203\nUS|pdeeth@cbs.com|303-830-6455",2013/11/04-09:00:00.000,,84600,FREQ=DAILY;UNTIL=20140310T073000Z;INTERVAL=1;WKST=SU
130911SPBR0000004,LP_AUX,25;42;31;21;30;46;22;47;44,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,39.748509 -105.007317,,,,"KCNC-TV|Paul Deeth|1044 Lincoln St\nDenver, CO 80203\nUS|pdeeth@cbs.com|303-830-6455",2014/03/10-08:00:00.000,,84600,FREQ=DAILY;UNTIL=20140911T060000Z;INTERVAL=1;WKST=SU
131006SPBR0000016,LP_AUX,22;46;30;47;25;42;31;21;44,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,39.746020 -105.007542,,,,"KCNC-TV|Paul Deeth|1044 Lincoln St\nDenver, CO 80203\nUS|pdeeth@cbs.com|303-830-6455",2013/11/04-09:00:00.000,,84600,FREQ=DAILY;UNTIL=20140310T073000Z;INTERVAL=1;WKST=SU
131006SPBR0000016,LP_AUX,22;46;30;47;25;42;31;21;44,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,39.746020 -105.007542,,,,"KCNC-TV|Paul Deeth|1044 Lincoln St\nDenver, CO 80203\nUS|pdeeth@cbs.com|303-830-6455",2014/03/10-08:00:00.000,,84600,FREQ=DAILY;UNTIL=20141007T060000Z;INTERVAL=1;WKST=SU
130930SPBR0000001,LP_AUX,25;42;44;22;21;47;30;31;46,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,39.745345 -104.997173,,,,"KCNC-TV|Paul Deeth|1044 Lincoln St\nDenver, CO 80401\nUS|pdeeth@cbs.com|303-830-6455",2013/11/04-09:00:00.000,,84600,FREQ=DAILY;UNTIL=20140310T073000Z;INTERVAL=1;WKST=SU
130930SPBR0000001,LP_AUX,25;42;44;22;21;47;30;31;46,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,39.745345 -104.997173,,,,"KCNC-TV|Paul Deeth|1044 Lincoln St\nDenver, CO 80401\nUS|pdeeth@cbs.com|303-830-6455",2014/03/10-08:00:00.000,,84600,FREQ=DAILY;UNTIL=20140930T060000Z;INTERVAL=1;WKST=SU
131006SPBR0000003,LP_AUX,44;30;31;42;47;25;46;21;22,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,39.743312 -104.994611,,,,"KCNC-TV|Paul Deeth|1044 Lincoln St\nDenver, CO 80203\nUS|pdeeth@cbs.com|303-830-6455",2013/11/04-09:00:00.000,,84600,FREQ=DAILY;UNTIL=20140310T073000Z;INTERVAL=1;WKST=SU
131006SPBR0000003,LP_AUX,44;30;31;42;47;25;46;21;22,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,39.743312 -104.994611,,,,"KCNC-TV|Paul Deeth|1044 Lincoln St\nDenver, CO 80203\nUS|pdeeth@cbs.com|303-830-6455",2014/03/10-08:00:00.000,,84600,FREQ=DAILY;UNTIL=20141007T060000Z;INTERVAL=1;WKST=SU
131006SPBR0000001,LP_AUX,30;31;46;47;25;42;44;21;22,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,39.739782 -104.989655,,,,"KCNC-TV|Paul Deeth|1044 Lincoln St\nDenver, CO 80401\nUS|pdeeth@cbs.com|303-830-6455",2013/11/04-09:00:00.000,,84600,FREQ=DAILY;UNTIL=20140310T073000Z;INTERVAL=1;WKST=SU
131006SPBR0000001,LP_AUX,30;31;46;47;25;42;44;21;22,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,39.739782 -104.989655,,,,"KCNC-TV|Paul Deeth|1044 Lincoln St\nDenver, CO 80401\nUS|pdeeth@cbs.com|303-830-6455",2014/03/10-08:00:00.000,,84600,FREQ=DAILY;UNTIL=20141007T060000Z;INTERVAL=1;WKST=SU
130910SPBR0000002,LP_AUX,31;44;42;47;22;21;46;30;25,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,39.738269 -104.986786,,,,"KCNC-TV|Paul Deeth|1044 Lincoln Street\nDenver, CO 80203\nUS|pdeeth@cbs.com|303-830-6455",2013/11/04-09:00:00.000,,84600,FREQ=DAILY;UNTIL=20140310T073000Z;INTERVAL=1;WKST=SU
130910SPBR0000002,LP_AUX,31;44;42;47;22;21;46;30;25,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,39.738269 -104.986786,,,,"KCNC-TV|Paul Deeth|1044 Lincoln Street\nDenver, CO 80203\nUS|pdeeth@cbs.com|303-830-6455",2014/03/10-08:00:00.000,,84600,FREQ=DAILY;UNTIL=20140910T060000Z;INTERVAL=1;WKST=SU
131006SPBR0000007,LP_AUX,47;25;44;30;46;42;22;31;21,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,39.748794 -104.988388,,,,"KCNC-TV|Paul Deeth|1044 Lincoln St\nDenver, CO 80203\nUS|pdeeth@cbs.com|303-830-6455",2013/11/04-09:00:00.000,,84600,FREQ=DAILY;UNTIL=20140310T073000Z;INTERVAL=1;WKST=SU
131006SPBR0000007,LP_AUX,47;25;44;30;46;42;22;31;21,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,39.748794 -104.988388,,,,"KCNC-TV|Paul Deeth|1044 Lincoln St\nDenver, CO 80203\nUS|pdeeth@cbs.com|303-830-6455",2014/03/10-08:00:00.000,,84600,FREQ=DAILY;UNTIL=20141007T060000Z;INTERVAL=1;WKST=SU
131006SPBR0000008,LP_AUX,22;42;44;25;46;47;30;21;31,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,39.749930 -104.990401,,,,"KCNC-TV|Paul Deeth|1044 Lincoln St\nDenver, CO 80203\nUS|pdeeth@cbs.com|303-830-6455",2013/11/03-07:00:00.000,,84600,FREQ=DAILY;UNTIL=20140309T063000Z;INTERVAL=1;WKST=SU
131006SPBR0000008,LP_AUX,22;42;44;25;46;47;30;21;31,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,39.749930 -104.990401,,,,"KCNC-TV|Paul Deeth|1044 Lincoln St\nDenver, CO 80203\nUS|pdeeth@cbs.com|303-830-6455",2014/03/09-07:00:00.000,,84600,FREQ=DAILY;UNTIL=20141007T040000Z;INTERVAL=1;WKST=SU
131006SPBR0000009,LP_AUX,21;46;47;31;25;30;42;22;44,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,39.749822 -104.988778,,,,"KCNC-TV|Paul Deeth|1044 Lincoln St\nDenver, CO 80203\nUS|pdeeth@cbs.com|303-830-6455",2013/11/04-09:00:00.000,,84600,FREQ=DAILY;UNTIL=20140310T073000Z;INTERVAL=1;WKST=SU
131006SPBR0000009,LP_AUX,21;46;47;31;25;30;42;22;44,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,39.749822 -104.988778,,,,"KCNC-TV|Paul Deeth|1044 Lincoln St\nDenver, CO 80203\nUS|pdeeth@cbs.com|303-830-6455",2014/03/10-08:00:00.000,,84600,FREQ=DAILY;UNTIL=20141007T060000Z;INTERVAL=1;WKST=SU
130911SPBR0000002,LP_AUX,44;31;22;42;47;30;25;46;21,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,39.753420 -104.993905,,,,"KCNC-TV|Paul Deeth|1044 Lincoln St\nDenver, CO 80203\nUS|pdeeth@cbs.com|303-830-6455",2013/11/04-09:00:00.000,,84600,FREQ=DAILY;UNTIL=20140310T073000Z;INTERVAL=1;WKST=SU
130911SPBR0000002,LP_AUX,44;31;22;42;47;30;25;46;21,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,39.753420 -104.993905,,,,"KCNC-TV|Paul Deeth|1044 Lincoln St\nDenver, CO 80203\nUS|pdeeth@cbs.com|303-830-6455",2014/03/10-08:00:00.000,,84600,FREQ=DAILY;UNTIL=20140911T060000Z;INTERVAL=1;WKST=SU
130915SPBR0000002,LP_AUX,42;21;44;22;46;30;25;47;31,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,39.756436 -104.994281,,,,"KCNC-TV|Paul Deeth|1044 Lincoln St\nDenver, CO 80203\nUS|pdeeth@cbs.com|303-830-6455",2013/11/03-07:00:00.000,,84600,FREQ=DAILY;UNTIL=20140309T063000Z;INTERVAL=1;WKST=SU
130915SPBR0000002,LP_AUX,42;21;44;22;46;30;25;47;31,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,39.756436 -104.994281,,,,"KCNC-TV|Paul Deeth|1044 Lincoln St\nDenver, CO 80203\nUS|pdeeth@cbs.com|303-830-6455",2014/03/09-07:00:00.000,,84600,FREQ=DAILY;UNTIL=20140915T040000Z;INTERVAL=1;WKST=SU
131006SPBR0000002,LP_AUX,44;47;22;46;25;30;21;42;31,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,39.780459 -104.969674,,,,"KCNC-TV|Paul Deeth|1044 Lincoln St\nDenver, CO 80203\nUS|pdeeth@cbs.com|303-830-6455",2013/11/04-09:00:00.000,,84600,FREQ=DAILY;UNTIL=20140310T073000Z;INTERVAL=1;WKST=SU
131006SPBR0000002,LP_AUX,44;47;22;46;25;30;21;42;31,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,39.780459 -104.969674,,,,"KCNC-TV|Paul Deeth|1044 Lincoln St\nDenver, CO 80203\nUS|pdeeth@cbs.com|303-830-6455",2014/03/10-08:00:00.000,,84600,FREQ=DAILY;UNTIL=20141007T060000Z;INTERVAL=1;WKST=SU
131006SPBR0000020,LP_AUX,47;31;46;25;22;44;42;30;21,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,39.747698 -104.942242,,,,"KCNC-TV|Paul Deeth|1044 Lincoln St\nDenver, CO 80203\nUS|pdeeth@cbs.com|303-830-6455",2013/11/04-09:00:00.000,,84600,FREQ=DAILY;UNTIL=20140310T073000Z;INTERVAL=1;WKST=SU
131006SPBR0000020,LP_AUX,47;31;46;25;22;44;42;30;21,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,39.747698 -104.942242,,,,"KCNC-TV|Paul Deeth|1044 Lincoln St\nDenver, CO 80203\nUS|pdeeth@cbs.com|303-830-6455",2014/03/10-08:00:00.000,,84600,FREQ=DAILY;UNTIL=20141007T060000Z;INTERVAL=1;WKST=SU
131006SPBR0000004,LP_AUX,47;44;46;22;25;21;30;31;42,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,39.805716 -104.893662,,,,"KCNC-TV|Paul Deeth|1044 Lincoln St\nDenver, CO 80203\nUS|pdeeth@cbs.com|303-830-6455",2013/11/04-09:00:00.000,,84600,FREQ=DAILY;UNTIL=20140310T073000Z;INTERVAL=1;WKST=SU
131006SPBR0000004,LP_AUX,47;44;46;22;25;21;30;31;42,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,39.805716 -104.893662,,,,"KCNC-TV|Paul Deeth|1044 Lincoln St\nDenver, CO 80203\nUS|pdeeth@cbs.com|303-830-6455",2014/03/10-08:00:00.000,,84600,FREQ=DAILY;UNTIL=20141007T060000Z;INTERVAL=1;WKST=SU
131006SPBR0000013,LP_AUX,31;44;25;30;42;46;21,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,39.676672 -104.960562,,,,"KCNC-TV|Paul Deeth|1044 Lincoln St\nDenver, CO 80203\nUS|pdeeth@cbs.com|303-830-6455",2013/11/04-09:00:00.000,,84600,FREQ=DAILY;UNTIL=20140310T073000Z;INTERVAL=1;WKST=SU
131006SPBR0000013,LP_AUX,31;44;25;30;42;46;21,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,39.676672 -104.960562,,,,"KCNC-TV|Paul Deeth|1044 Lincoln St\nDenver, CO 80203\nUS|pdeeth@cbs.com|303-830-6455",2014/03/10-08:00:00.000,,84600,FREQ=DAILY;UNTIL=20141007T060000Z;INTERVAL=1;WKST=SU
131006SPBR0000012,LP_AUX,25;42;44;30;31;46;21,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,39.680285 -104.962362,,,,"KCNC-TV|Paul Deeth|1044 Lincoln St\nDenver, CO 80203\nUS|pdeeth@cbs.com|303-830-6455",2013/11/04-09:00:00.000,,84600,FREQ=DAILY;UNTIL=20140310T073000Z;INTERVAL=1;WKST=SU
131006SPBR0000012,LP_AUX,25;42;44;30;31;46;21,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,39.680285 -104.962362,,,,"KCNC-TV|Paul Deeth|1044 Lincoln St\nDenver, CO 80203\nUS|pdeeth@cbs.com|303-830-6455",2014/03/10-08:00:00.000,,84600,FREQ=DAILY;UNTIL=20141007T060000Z;INTERVAL=1;WKST=SU
130808SPBR0000001,LP_AUX,30;25;21;42;44;22;31;46,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,39.733056 -104.985556,,,,"KCNC-TV|Paul Deeth|1044 Lincoln St\nDenver, CO 80203\nUS|pdeeth@cbs.com|303-830-6455",2013/11/04-08:00:00.000,,84600,FREQ=DAILY;UNTIL=20140310T063000Z;INTERVAL=1;WKST=SU
130808SPBR0000001,LP_AUX,30;25;21;42;44;22;31;46,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,39.733056 -104.985556,,,,"KCNC-TV|Paul Deeth|1044 Lincoln St\nDenver, CO 80203\nUS|pdeeth@cbs.com|303-830-6455",2014/03/10-07:00:00.000,,84600,FREQ=DAILY;UNTIL=20140808T060000Z;INTERVAL=1;WKST=SU
131007SPBR0000001,LP_AUX,22;44;47;46;25;21;42;31;30,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,39.735598 -104.987054,,,,"KCNC-TV|Paul Deeth|1044 Lincoln St\nDenver, CO 80203\nUS|pdeeth@cbs.com|303-830-6455",2013/11/04-09:00:00.000,,84600,FREQ=DAILY;UNTIL=20140310T073000Z;INTERVAL=1;WKST=SU
131007SPBR0000001,LP_AUX,22;44;47;46;25;21;42;31;30,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,39.735598 -104.987054,,,,"KCNC-TV|Paul Deeth|1044 Lincoln St\nDenver, CO 80203\nUS|pdeeth@cbs.com|303-830-6455",2014/03/10-08:00:00.000,,84600,FREQ=DAILY;UNTIL=20141007T060000Z;INTERVAL=1;WKST=SU
131006SPBR0000021,LP_AUX,42;46;22;31;21;30;47;44;25,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,39.737314 -104.990415,,,,"KCNC-TV|Paul Deeth|1044 Lincoln St\nDenver, CO 80203\nUS|pdeeth@cbs.com|303-830-6455",2013/11/04-09:00:00.000,,84600,FREQ=DAILY;UNTIL=20140310T073000Z;INTERVAL=1;WKST=SU
131006SPBR0000021,LP_AUX,42;46;22;31;21;30;47;44;25,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,39.737314 -104.990415,,,,"KCNC-TV|Paul Deeth|1044 Lincoln St\nDenver, CO 80203\nUS|pdeeth@cbs.com|303-830-6455",2014/03/10-08:00:00.000,,84600,FREQ=DAILY;UNTIL=20141007T060000Z;INTERVAL=1;WKST=SU
130915SPBR0000003,LP_AUX,44;42;30;46;25;47;22;31;21,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,39.737373 -104.992218,,,,"KCNC-TV|Paul Deeth|1044 Lincoln St\nDenver, CO 80203\nUS|pdeeth@cbs.com|303-830-6455",2013/11/04-09:00:00.000,,84600,FREQ=DAILY;UNTIL=20140310T073000Z;INTERVAL=1;WKST=SU
130915SPBR0000003,LP_AUX,44;42;30;46;25;47;22;31;21,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,39.737373 -104.992218,,,,"KCNC-TV|Paul Deeth|1044 Lincoln St\nDenver, CO 80203\nUS|pdeeth@cbs.com|303-830-6455",2014/03/10-08:00:00.000,,84600,FREQ=DAILY;UNTIL=20140915T060000Z;INTERVAL=1;WKST=SU
130915SPBR0000001,LP_AUX,21;30;25;46;31;44;42,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,39.613164 -105.009026,,,,"KCNC-TV|Paul Deeth|1044 Lincoln St\nDenver, CO 80203\nUS|pdeeth@cbs.com|303-830-6455",2013/11/04-09:00:00.000,,84600,FREQ=DAILY;UNTIL=20140310T073000Z;INTERVAL=1;WKST=SU
130915SPBR0000001,LP_AUX,21;30;25;46;31;44;42,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,39.613164 -105.009026,,,,"KCNC-TV|Paul Deeth|1044 Lincoln St\nDenver, CO 80203\nUS|pdeeth@cbs.com|303-830-6455",2014/03/10-08:00:00.000,,84600,FREQ=DAILY;UNTIL=20140915T060000Z;INTERVAL=1;WKST=SU
131006SPBR0000011,LP_AUX,21;30;31;44;25;42;46,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,39.608563 -105.019785,,,,"KCNC-TV|Paul Deeth|1044 Lincoln St\nDenver, CO 80203\nUS|pdeeth@cbs.com|303-830-6455",2013/11/04-09:00:00.000,,84600,FREQ=DAILY;UNTIL=20140310T073000Z;INTERVAL=1;WKST=SU
131006SPBR0000011,LP_AUX,21;30;31;44;25;42;46,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,39.608563 -105.019785,,,,"KCNC-TV|Paul Deeth|1044 Lincoln St\nDenver, CO 80203\nUS|pdeeth@cbs.com|303-830-6455",2014/03/10-08:00:00.000,,84600,FREQ=DAILY;UNTIL=20141007T060000Z;INTERVAL=1;WKST=SU
130911SPBR0000001,LP_AUX,25;46;21;30;31;44,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,39.618366 -104.888371,,,,"KCNC-TV|Paul Deeth|1044 Lincoln Street\nDenver, CO 80203\nUS|pdeeth@cbs.com|303-830-6455",2013/11/04-09:00:00.000,,84600,FREQ=DAILY;UNTIL=20140310T073000Z;INTERVAL=1;WKST=SU
130911SPBR0000001,LP_AUX,25;46;21;30;31;44,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,39.618366 -104.888371,,,,"KCNC-TV|Paul Deeth|1044 Lincoln Street\nDenver, CO 80203\nUS|pdeeth@cbs.com|303-830-6455",2014/03/10-08:00:00.000,,84600,FREQ=DAILY;UNTIL=20140911T060000Z;INTERVAL=1;WKST=SU
140103KEYB4371338,LP_AUX,14;20;31;42;44;46,KEYB,WQMP499,,,,,,MULTI_POINT,,,,,,39.665072 -104.860072,,,,"NBC|Kevin Parrish|30 ROCKEFELLER PLAZA\nNEW YORK, NY 10112\nUS|kevin.parrish@nbcuni.com|(718) 706-4900",2014/01/03-07:00:00.000,2015/01/01-06:59:59.000,,
130911SPBR0000003,LP_AUX,33;46;25;44;31;11;30;21,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,39.578826 -104.830782,,,,"KCNC-TV|Paul Deeth|1044 Lincoln St\nDenver, CO 80203\nUS|pdeeth@cbs.com|303-830-6455",2013/11/04-09:00:00.000,,84600,FREQ=DAILY;UNTIL=20140310T073000Z;INTERVAL=1;WKST=SU
130911SPBR0000003,LP_AUX,33;46;25;44;31;11;30;21,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,39.578826 -104.830782,,,,"KCNC-TV|Paul Deeth|1044 Lincoln St\nDenver, CO 80203\nUS|pdeeth@cbs.com|303-830-6455",2014/03/10-08:00:00.000,,84600,FREQ=DAILY;UNTIL=20140911T060000Z;INTERVAL=1;WKST=SU
140417SPBR0000001,LP_AUX,28;35;30;36;31;25,SPBR,KELO-TV,,,,,,MULTI_POINT,,,,,,44.070278 -103.250278; 44.382222 -100.342222; 43.541944 -96.727222; 44.965556 -97.589444,,,,"Young Broadcasting of Sioux Falls|Paul Myrick|501 S. Phillips Ave.\nSioux Falls, SD 57104\nUS|pmyrick@keloland.com|605-336-1100",2014/04/18-06:00:00.000,,84600,FREQ=DAILY;UNTIL=20141103T063000Z;INTERVAL=1;WKST=SU
140417SPBR0000001,LP_AUX,28;35;30;36;31;25,SPBR,KELO-TV,,,,,,MULTI_POINT,,,,,,44.070278 -103.250278; 44.382222 -100.342222; 43.541944 -96.727222; 44.965556 -97.589444,,,,"Young Broadcasting of Sioux Falls|Paul Myrick|501 S. Phillips Ave.\nSioux Falls, SD 57104\nUS|pmyrick@keloland.com|605-336-1100",2014/11/03-07:00:00.000,,84600,FREQ=DAILY;UNTIL=20150309T053000Z;INTERVAL=1;WKST=SU
140417SPBR0000001,LP_AUX,28;35;30;36;31;25,SPBR,KELO-TV,,,,,,MULTI_POINT,,,,,,44.070278 -103.250278; 44.382222 -100.342222; 43.541944 -96.727222; 44.965556 -97.589444,,,,"Young Broadcasting of Sioux Falls|Paul Myrick|501 S. Phillips Ave.\nSioux Falls, SD 57104\nUS|pmyrick@keloland.com|605-336-1100",2015/03/09-06:00:00.000,,84600,FREQ=DAILY;UNTIL=20150418T060000Z;INTERVAL=1;WKST=SU
130417SPBR0000001,LP_AUX,22,SPBR,KTIV,,,,,,MULTI_POINT,,,,,,42.476212 -96.369935; 42.447211 -96.340667; 42.496268 -96.404793; 42.685637 -96.683196; 42.473142 -96.361030; 42.491633 -96.406542; 42.530836 -96.372843; 42.416107 -96.419384; 42.794763 -96.166463; 42.494172 -96.399139; 42.594480 -96.709836; 42.507880 -96.415581; 42.497423 -96.406349; 42.485553 -96.346611; 42.401911 -96.376233; 42.445644 -96.345178; 43.007738 -96.059518; 42.496589 -96.406354; 42.448763 -96.333414,,,,"KTIV Television|Richard Herr|3135 Floyd BLVD\nSioux City, IA 51108\nUS|rherr@ktiv.com|712-226-5414",2014/04/11-21:00:00.000,,10800,FREQ=DAILY;UNTIL=20150411T050000Z;INTERVAL=1;WKST=SU
130417SPBR0000004,LP_AUX,6,SPBR,KTIV,,,,,,MULTI_POINT,,,,,,42.476212 -96.369935; 42.494172 -96.399139; 43.007738 -96.059518; 42.594480 -96.709836; 42.496268 -96.404793; 42.507880 -96.415581; 42.794763 -96.166463; 42.491633 -96.406542; 42.497423 -96.406349; 42.448763 -96.333414; 42.685637 -96.683196; 42.473142 -96.361030; 42.496589 -96.406354; 42.445644 -96.345178; 42.447211 -96.340667; 42.416107 -96.419384; 42.530836 -96.372843; 42.485553 -96.346611; 42.401911 -96.376233,,,,"KTIV Television|Richard Herr|3135 Floyd BLVD\nSioux City, IA 51108\nUS|rherr@ktiv.com|712-226-5414",2014/04/11-21:00:00.000,,10800,FREQ=DAILY;UNTIL=20150411T050000Z;INTERVAL=1;WKST=SU
130417SPBR0000005,LP_AUX,50,SPBR,KTIV,,,,,,MULTI_POINT,,,,,,42.794763 -96.166463; 42.447211 -96.340667; 42.497423 -96.406349; 42.491633 -96.406542; 42.507880 -96.415581; 42.448763 -96.333414; 42.401911 -96.376233; 43.007738 -96.059518; 42.494172 -96.399139; 42.473142 -96.361030; 42.496589 -96.406354; 42.476212 -96.369935; 42.485553 -96.346611; 42.685637 -96.683196; 42.416107 -96.419384; 42.445644 -96.345178; 42.530836 -96.372843; 42.496268 -96.404793; 42.594480 -96.709836,,,,"KTIV Television|Richard Herr|3135 Floyd BLVD\nSioux City, IA 51108\nUS|rherr@ktiv.com|712-226-5414",2014/04/11-16:30:00.000,,27000,FREQ=DAILY;UNTIL=20150411T050000Z;INTERVAL=1;WKST=SU
130417SPBR0000006,LP_AUX,51,SPBR,KTIV,,,,,,MULTI_POINT,,,,,,42.530836 -96.372843; 42.507880 -96.415581; 42.476212 -96.369935; 42.497423 -96.406349; 42.794763 -96.166463; 42.496589 -96.406354; 42.448763 -96.333414; 42.416107 -96.419384; 42.491633 -96.406542; 42.685637 -96.683196; 42.594480 -96.709836; 42.445644 -96.345178; 43.007738 -96.059518; 42.447211 -96.340667; 42.494172 -96.399139; 42.485553 -96.346611; 42.473142 -96.361030; 42.496268 -96.404793; 42.401911 -96.376233,,,,"KTIV Television|Richard Herr|3135 Floyd BLVD\nSioux City, IA 51108\nUS|rherr@ktiv.com|712-226-5414",2014/04/11-16:30:00.000,,27000,FREQ=DAILY;UNTIL=20150411T050000Z;INTERVAL=1;WKST=SU
130425SPBR0000003,LP_AUX,22,SPBR,KTIV,,,,,,MULTI_POINT,,,,,,42.401911 -96.376233,,,,"KTIV Television|Richard Herr|3135 Floyd BLVD\nSioux City, IA 51108\nUS|rherr@ktiv.com|712-226-5414",2013/11/04-17:30:00.000,,27000,"FREQ=DAILY;UNTIL=20140308T010000Z;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR;WKST=SU"
130425SPBR0000003,LP_AUX,22,SPBR,KTIV,,,,,,MULTI_POINT,,,,,,42.401911 -96.376233,,,,"KTIV Television|Richard Herr|3135 Floyd BLVD\nSioux City, IA 51108\nUS|rherr@ktiv.com|712-226-5414",2014/03/10-16:30:00.000,,27000,"FREQ=DAILY;UNTIL=20140416T050000Z;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR;WKST=SU"
131111SPBR0000004,LP_AUX,23;24;27;26,SPBR,KMTV-TV,,,,,,MULTI_POINT,,,,,,41.208554 -96.079477,,,,"Journal Broadcast Group|Brady Pedersen|10714 Mockingbird Drive\nOmaha, NE 68127\nUS|bpedersen@jrn.com|402-593-2759",2013/11/11-10:30:00.000,,1800,FREQ=DAILY;UNTIL=20140308T110000Z;INTERVAL=1;WKST=SU
131111SPBR0000004,LP_AUX,23;24;27;26,SPBR,KMTV-TV,,,,,,MULTI_POINT,,,,,,41.208554 -96.079477,,,,"Journal Broadcast Group|Brady Pedersen|10714 Mockingbird Drive\nOmaha, NE 68127\nUS|bpedersen@jrn.com|402-593-2759",2014/03/09-09:30:00.000,,1800,FREQ=DAILY;UNTIL=20141101T100000Z;INTERVAL=1;WKST=SU
131111SPBR0000004,LP_AUX,23;24;27;26,SPBR,KMTV-TV,,,,,,MULTI_POINT,,,,,,41.208554 -96.079477,,,,"Journal Broadcast Group|Brady Pedersen|10714 Mockingbird Drive\nOmaha, NE 68127\nUS|bpedersen@jrn.com|402-593-2759",2014/11/02-10:30:00.000,,1800,FREQ=DAILY;UNTIL=20141111T060000Z;INTERVAL=1;WKST=SU
130604TELC0000002,LP_AUX,27;28;29,TELC,KLKN,,,,,,MULTI_POINT,,,,,,40.811280 -96.704020,,,,FCC|Alan Stillwell|||,2013/06/05-15:00:00.000,2013/06/05-22:00:00.000,,
131028TELC0000001,LP_AUX,27;28;29,TELC,KLKN,,,,,,MULTI_POINT,,,,,,40.811280 -96.704020,,,,FCC|Alan Stillwell|||,2013/10/28-15:30:00.000,2013/11/04-15:30:00.000,,
